annonce_id,date_publication,titre,ville,quartier,type_bien,transaction,prix,surface,nb_chambres,nb_salles_bain,etage,annee_construction
ANO001204,2023-04-06,Appartement à vente - Tétouan,Tétouan,M'diq,Appartement,Vente,30000.0,85.85,2.0,2.0,4.0,2010.0
ANO000394,2023-02-02,Villa moderne Marrakech,Marrakech,Medina,Villa,Location,17378.46,264.39,4.0,2.0,,
ANO000284,2024-05-24,Bureau moderne Marrakech,Marrakech,Gueliz,Bureau,Vente,987601.22,95.07,0.0,0.0,0.0,2005.0
ANO000535,2023-04-12,Beau Appartement Fès,Fès,Ville Nouvelle,Appartement,Vente,472484.3,65.02,2.0,,6.0,1992.0
ANO001371,2023-08-17,Appartement moderne Tanger,Tanger,Iberia,Appartement,Vente,687523.62,65.57,3.0,2.0,3.0,2022.0
ANO000066,2023-02-10,Beau Villa Tanger,Tanger,,Villa,Vente,2392658.69,179.29,5.0,2.0,0.0,2011.0
ANO000758,2024-08-13,Villa à vente - Meknès,Meknès,,Villa,Vente,1956385.72,195.94,5.0,3.0,,
ANO001235,2023-01-31,Beau Appartement Oujda,Oujda,,Appartement,Location,6533.89,64.08,3.0,1.0,3.0,
ANO000422,2023-05-31,Villa 263m² Tétouan,Tétouan,,Villa,Location,18475.96,263.55,6.0,4.0,0.0,1998.0
ANO000251,2024-02-08,Villa 141m² Tétouan,Tétouan,,Villa,Vente,4615150.13,141.87,4.0,2.0,0.0,
ANO001315,2023-12-19,Bureau à location - Fès,Fès,Medina,Bureau,Location,3844.84,24.39,0.0,0.0,4.0,1993.0
ANO000340,2023-09-24,Appartement moderne Rabat,Rabat,Hassan,Appartement,Location,1967.73,76.99,4.0,3.0,2.0,2006.0
ANO001489,2024-02-08,Duplex moderne Casablanca,Casablanca,Non spécifié,Duplex,Vente,1451990.2,92.18,4.0,2.0,5.0,2012.0
ANO000243,2023-02-25,Bureau 133m² Centre Ville,Tanger,Centre Ville,Bureau,Location,120.0,133.9,0.0,0.0,5.0,2005.0
ANO000846,2024-01-08,Villa moderne Oujda,Oujda,Hay Qods,Villa,Vente,2052455.04,328.07,6.0,3.0,0.0,2017.0
ANO000303,,Villa à vente - Marrakech,Marrakech,Hivernage,Villa,Vente,3960215.79,309.7,5.0,2.0,0.0,
ANO000369,2023-11-11,Beau Villa Meknès,Meknès,Hamria,Villa,Vente,2754091.41,166.81,4.0,3.0,0.0,2014.0
ANO000962,2024-02-29,Appartement à location - Casablanca,Casa,Californie,Appartement,Location,2419.69,16.31,2.0,1.0,3.0,1992.0
ANO001119,2024-08-10,Appartement moderne Marrakech,Marrakech,Targa,Appartement,Vente,478742.63,80.86,2.0,2.0,1.0,2010.0
ANO000024,2024-03-29,Appartement moderne Tétouan,Tétouan,,Appartement,Location,1890.34,94.03,2.0,2.0,4.0,2022.0
ANO001170,2023-01-05,Villa 290m² Marrakech,Marrakech,,Villa,Vente,2169498.01,290.02,4.0,3.0,0.0,2005.0
ANO001023,2024-07-08,Appartement à vente - Agadir,Agadir,Hay Mohammadi,Appartement,Vente,760591.97,85.46,1.0,1.0,0.0,2011.0
ANO000707,2024-06-09,Appartement moderne Casablanca,Casablanca,Maarif,Appartement,Vente,242519.96,80.22,3.0,2.0,,2024.0
ANO000820,,Beau Terrain Fès,Fès,Medina,Terrain,,871821.35,359.96,0.0,0.0,0.0,2007.0
ANO000405,2023-06-05,Appartement moderne Meknès,Meknès,Hamria,Appartement,Location,6850.55,107.37,1.0,1.0,2.0,2007.0
ANO000234,2024-05-12,Villa moderne Tanger,Tanger,,Villa,Vente,5722646.8,208.18,5.0,2.0,0.0,2018.0
ANO000928,2024-08-19,Beau Duplex Fès,Fès,,Duplex,Vente,1410140.86,89.84,4.0,2.0,,1984.0
ANO000403,2024-11-04,Appartement à location - Agadir,Agadir,Centre,Appartement,Location,1863.04,68.43,4.0,2.0,1.0,1998.0
ANO000812,2024-01-17,Villa à vente - Kenitra,Kenitra,Centre,Villa,Vente,2112822.87,268.02,6.0,3.0,0.0,2007.0
ANO000430,2024-12-05,Appartement moderne Rabat,Rabat,Agdal,Appartement,Vente,610958.96,57.42,3.0,2.0,,1967.0
ANO000130,,Appartement à vente - Fès,Fès,,Appartement,Vente,775140.5,108.76,,2.0,4.0,1991.0
ANO000639,2024-03-08,Appartement 71m² Tétouan,Tétouan,,Appartement,Location,1335.49,71.43,1.0,1.0,1.0,2003.0
ANO000137,2024-10-27,Villa 291m² Souissi,Rabat,Souissi,Villa,Location,9040.59,291.16,4.0,3.0,0.0,2010.0
ANO000978,2023-05-18,Villa à vente - Fès,Fès,Medina,Villa,Vente,1972230.24,178.86,5.0,2.0,0.0,2014.0
ANO001245,2023-11-01,Villa moderne Fès,Fès,Medina,Villa,Location,4763.02,261.61,4.0,3.0,0.0,2011.0
ANO000771,2023-09-28,Appartement 129m² Talborjt,Agadir,Talborjt,Appartement,Vente,511519.88,129.88,3.0,1.0,,2011.0
ANO000534,2023-04-10,Appartement à vente - Tanger,Tanger,Iberia,Appartement,Vente,462639.65,80.43,2.0,1.0,7.0,2020.0
ANO000441,2024-11-29,Beau Villa Marrakech,Marrakech,Targa,Villa,Location,24339.9,292.38,3.0,1.0,0.0,2009.0
ANO001151,2024-05-07,Beau Appartement Kenitra,Kenitra,,Appartement,Location,1970.73,53.62,1.0,1.0,3.0,2008.0
ANO001061,,Villa à location - Agadir,Agadir,Talborjt,Villa,Location,29870.53,291.77,3.0,1.0,0.0,2001.0
ANO000179,2023-01-30,Beau Appartement Marrakech,Marrakech,Targa,Appartement,Vente,471779.67,86.18,3.0,1.0,8.0,2003.0
ANO000855,2023-12-20,Beau Bureau Marrakech,Marrakech,Medina,Bureau,Location,3319.32,130.22,0.0,0.0,,2002.0
ANO001148,2023-01-27,Beau Appartement Tanger,Tanger,Iberia,Appartement,Vente,1754350.97,88.52,4.0,3.0,4.0,2022.0
ANO000075,2024-07-13,Terrain 106m² Medina,Fès,Medina,Terrain,Vente,1005878.06,106.47,0.0,,0.0,
ANO001313,2024-11-09,Villa moderne Kenitra,Kenitra,Centre,Villa,Vente,30000.0,143.38,3.0,1.0,0.0,2007.0
ANO000851,2024-10-12,Beau Bureau Marrakech,Marrakech,Medina,Bureau,Vente,565606.68,44.8,0.0,,3.0,2024.0
ANO000399,2024-04-06,Appartement à vente - Marrakech,Marrakech,,Appartement,Vente,358840.75,96.01,2.0,1.0,2.0,
ANO000530,2024-04-11,Villa moderne Fès,Fès,Ville Nouvelle,Villa,Vente,5449458.24,183.79,4.0,3.0,,2001.0
ANO000194,2024-09-25,Appartement moderne Rabat,Rabat,Ocean,Appartement,Location,2749.0,93.46,3.0,2.0,4.0,1993.0
ANO001373,2024-05-15,Appartement à vente - Tanger,Tanger,Iberia,Appartement,Vente,520876.15,37.75,2.0,2.0,3.0,2006.0
ANO001104,2024-04-23,Appartement moderne Tétouan,Tétouan,M'diq,Appartement,Location,2199.85,55.45,2.0,2.0,5.0,2013.0
ANO000022,2023-10-18,Appartement à location - Kenitra,Kenitra,,Appartement,Location,6086.07,105.31,2.0,1.0,9.0,2020.0
ANO000400,2024-11-03,Appartement à location - Tanger,Tanger,,Appartement,Location,8883.98,90.6,1.0,,0.0,2020.0
ANO000040,2023-02-22,Bureau 165m² Centre Ville,Tanger,Centre Ville,,Vente,732528.78,165.71,0.0,0.0,,2016.0
ANO000908,2023-07-22,Villa 165m² Ville Nouvelle,Meknès,Ville Nouvelle,Villa,Vente,1947126.65,165.29,5.0,3.0,0.0,2021.0
ANO000524,2024-01-26,Appartement à vente - Oujda,Oujda,Centre,Appartement,Vente,1788378.93,104.86,2.0,2.0,3.0,1999.0
ANO000945,2024-01-17,Villa moderne Kenitra,Kenitra,Hay Essalam,Villa,Vente,8344333.15,8.0,4.0,,0.0,2008.0
ANO001474,2024-08-20,Beau Appartement Meknès,Meknès,Ville Nouvelle,Appartement,Vente,283798.27,119.24,3.0,1.0,1.0,2001.0
ANO000542,2023-02-16,Villa à vente - Agadir,Agadir,Hay Mohammadi,Villa,Vente,1865927.96,399.86,5.0,2.0,0.0,2018.0
ANO000892,2023-05-11,Appartement à location - Rabat,Rabat,,Appartement,Location,7137.85,59.79,3.0,2.0,0.0,1970.0
ANO000027,2023-09-24,Appartement à location - Meknès,Meknès,Ville Nouvelle,Appartement,Location,2244.05,35.31,2.0,1.0,4.0,2008.0
ANO001213,2023-10-13,Appartement à location - Marrakech,Marrakech,Medina,Appartement,Location,7457.4,94.25,3.0,2.0,9.0,2009.0
ANO001063,2023-05-19,Appartement moderne Marrakech,Marrakech,Targa,Appartement,Location,6085.14,107.34,3.0,2.0,2.0,2017.0
ANO000206,2023-04-06,Villa 258m² Oujda,Oujda,,Villa,Vente,6193831.77,258.75,4.0,3.0,0.0,2015.0
ANO001421,,Appartement à vente - Casablanca,Casablanca,Ain Diab,Appartement,Vente,669715.85,77.83,1.0,1.0,,2011.0
ANO001456,2024-02-09,Beau Villa Tétouan,Tétouan,,Villa,Vente,3248969.67,207.95,6.0,4.0,0.0,2010.0
ANO000446,2023-07-15,Appartement moderne Tanger,Tanger,Malabata,Appartement,Vente,509549.68,69.66,2.0,1.0,0.0,2007.0
ANO001452,2023-08-19,Appartement à vente - Meknès,Meknès,,Appartement,Vente,349252.73,95.11,,1.0,,
ANO001034,2023-02-03,Terrain moderne Fès,Fès,Ville Nouvelle,Terrain,Location,180.0,215.17,,0.0,0.0,2012.0
ANO001496,2023-11-11,Beau Bureau Meknès,Meknès,Hamria,Bureau,Vente,562097.62,136.83,0.0,0.0,0.0,2005.0
ANO000358,2024-02-24,Terrain à vente - Oujda,Oujda,,Terrain,Vente,943112.25,309.22,25.0,,0.0,1999.0
ANO000175,2023-10-04,Appartement 99m² Centre,Tétouan,Centre,Appartement,Location,1881.94,99.26,3.0,1.0,4.0,2003.0
ANO000104,2023-06-29,Duplex moderne Meknès,Meknès,Hamria,Duplex,Location,6714.74,139.12,3.0,1.0,,2018.0
ANO000546,2024-02-21,Beau Bureau Kenitra,Kenitra,Hay Essalam,Bureau,Vente,1038540.61,81.8,0.0,,6.0,2013.0
ANO001327,2023-10-04,Beau Villa Oujda,Oujda,Hay Qods,,Location,9936.21,166.03,3.0,2.0,0.0,2020.0
ANO000920,2024-01-23,Terrain moderne Agadir,Agadir,,Terrain,Vente,30000.0,3000.0,0.0,0.0,0.0,2014.0
ANO000078,2024-09-21,Appartement à vente - Meknès,Meknès,Hamria,Appartement,Vente,575975.03,86.14,4.0,,0.0,2004.0
ANO000848,2024-11-03,Terrain à vente - Oujda,Oujda,Centre,Terrain,Vente,422448.53,273.96,0.0,0.0,0.0,2007.0
ANO000745,2023-07-11,Beau Terrain Rabat,Rabat,,Terrain,Vente,208968.85,407.11,0.0,,0.0,1981.0
ANO000302,2023-12-10,Beau Villa Meknès,Meknès,,Villa,Vente,2839225.93,265.29,4.0,2.0,,2010.0
ANO001202,,Appartement moderne Kenitra,Kenitra,Hay Essalam,Appartement,Location,8001.09,104.55,4.0,3.0,3.0,2003.0
ANO001419,2024-08-14,Appartement moderne Marrakech,Marrakech,,Appartement,Vente,2093539.21,110.89,1.0,1.0,,
ANO001224,2023-04-01,Villa 332m² Californie,Casablanca,Californie,Villa,Location,9477.37,332.36,4.0,3.0,0.0,2013.0
ANO000921,2023-11-13,Appartement 64m² Hassan,Rabat,Hassan,Appartement,Vente,625543.55,64.89,1.0,1.0,1.0,2013.0
ANO000697,2024-09-04,Appartement moderne Fès,Fès,,Appartement,,1818700.64,121.31,2.0,1.0,1.0,2004.0
ANO000404,2024-10-12,Appartement à vente - Fès,Fès,,Appartement,Vente,2699830.7,53.9,3.0,,1.0,1989.0
ANO000143,2023-12-01,Beau Appartement Fès,Fès,Medina,Appartement,Vente,1614030.62,102.15,2.0,2.0,0.0,2015.0
ANO000840,2024-05-22,Appartement moderne Marrakech,Marrakech,,Appartement,Vente,283683.96,79.26,1.0,1.0,,2003.0
ANO000605,2024-01-25,Appartement moderne Meknès,Meknès,Hamria,,Location,10579.55,107.42,2.0,1.0,,2007.0
ANO000220,2024-07-27,Beau Appartement Kenitra,Kenitra,Hay Essalam,Appartement,Vente,547104.99,89.95,2.0,1.0,8.0,2008.0
ANO000426,2024-10-04,Appartement moderne Meknès,Meknès,Hamria,Appartement,Vente,567006.03,142.98,2.0,1.0,4.0,2013.0
ANO001484,2023-03-12,Villa à location - Tanger,Tanger,,Villa,Location,11793.42,210.4,4.0,2.0,0.0,2006.0
ANO000868,2023-02-20,Bureau 94m² Hassan,Rabat,Hassan,Bureau,Location,5791.54,94.59,0.0,0.0,3.0,1982.0
ANO000015,2023-01-09,Appartement 77m² Kenitra,Kenitra,,Appartement,Location,2144.49,77.47,2.0,1.0,,1998.0
ANO000163,2023-06-12,Appartement moderne Rabat,Rabat,Ocean,Appartement,Location,1889.65,57.96,3.0,1.0,1.0,2024.0
ANO001056,,Villa 218m² Ville Nouvelle,Fès,Ville Nouvelle,Villa,Vente,3372256.79,218.81,5.0,3.0,0.0,2002.0
ANO001397,,Appartement moderne Oujda,OUJDA,Hay Qods,Appartement,Location,2000.02,83.42,2.0,2.0,1.0,2013.0
ANO001081,2023-11-01,Bureau 234m² Non spécifié,Casablanca,Non spécifié,Bureau,Vente,1204999.73,234.74,0.0,0.0,,1974.0
ANO000665,2024-10-09,Villa moderne Tétouan,Tétouan,Centre,Villa,Vente,7783370.06,306.66,5.0,2.0,0.0,2012.0
ANO001149,2023-09-04,Appartement moderne Tanger,tanger,Iberia,Appartement,Location,2533.79,56.47,3.0,1.0,0.0,2009.0
ANO000891,2024-06-21,Villa à vente - Rabat,rabat,Ocean,Villa,Vente,1851614.09,296.56,3.0,1.0,0.0,2003.0
ANO001297,2024-01-11,Beau Appartement Rabat,Rabat,Hassan,Appartement,Vente,567165.85,106.24,2.0,1.0,1.0,2010.0
ANO000565,2023-10-03,Beau Appartement Tétouan,Tétouan,Centre,Appartement,Vente,654555.68,51.35,2.0,1.0,0.0,2011.0
ANO000505,2024-02-07,Appartement à location - Marrakech,Marrakech,Gueliz,Appartement,Location,1855.93,38.34,2.0,1.0,1.0,2009.0
ANO001042,2024-08-29,Appartement à location - Meknès,Meknès,Hamria,Appartement,Location,2028.15,81.52,3.0,2.0,0.0,2015.0
ANO001423,2024-03-12,Appartement moderne Tétouan,Tétouan,,Appartement,,584907.65,2500.0,2.0,1.0,2.0,2001.0
ANO000884,,Villa à vente - Agadir,Agadir,Talborjt,Villa,Vente,2651138.59,177.38,4.0,2.0,0.0,
ANO000883,2023-01-03,Terrain à location - Meknès,Meknès,Ville Nouvelle,Terrain,Location,2755.39,12.0,0.0,0.0,0.0,
ANO000876,2023-04-20,Villa à vente - Casablanca,Casablanca,Anfa,Villa,Vente,4708368.13,362.27,3.0,2.0,0.0,2010.0
ANO001320,2023-09-08,Appartement à location - Tétouan,Tétouan,M'diq,Appartement,Location,2085.04,112.92,4.0,2.0,2.0,
ANO000918,2023-05-16,Terrain moderne Oujda,Oujda,,Terrain,Vente,1271905.92,244.1,0.0,0.0,0.0,2008.0
ANO000815,2024-09-12,Appartement 102m² Souissi,rabat,Souissi,Appartement,Location,1579.71,102.24,1.0,1.0,7.0,1992.0
ANO000266,2024-02-06,Villa moderne Marrakech,Marrakech,,Villa,Vente,2726576.43,246.84,3.0,1.0,0.0,2015.0
ANO001339,2023-04-10,Villa à location - Rabat,Rabat,Hassan,,Location,320000.0,203.67,4.0,3.0,0.0,1992.0
ANO000994,2023-07-08,Beau Appartement Fès,Fès,,Appartement,Vente,573977.25,91.6,1.0,1.0,,2019.0
ANO000514,2024-05-27,Terrain 296m² Medina,Fès,Medina,Terrain,Vente,10000.0,296.7,0.0,0.0,0.0,2024.0
ANO000262,2023-03-30,Appartement à location - Oujda,Oujda,Hay Qods,Appartement,Location,2493.08,98.99,3.0,1.0,2.0,2018.0
ANO000957,2023-03-19,Terrain moderne Kenitra,Kenitra,,Terrain,Location,3841.78,447.48,0.0,0.0,0.0,2004.0
ANO000824,2024-06-27,Terrain 428m² Hay Mohammadi,Agadir,Hay Mohammadi,Terrain,Vente,737205.85,428.76,0.0,0.0,0.0,2024.0
ANO000742,2023-03-03,Beau Appartement Oujda,Oujda,Centre,Appartement,Location,2113.01,68.77,1.0,1.0,3.0,2020.0
ANO001153,2024-12-13,Beau Appartement Casablanca,Casablanca,Bourgogne,Appartement,,2722.61,75.59,2.0,2.0,0.0,2000.0
ANO000844,2024-02-09,Appartement à location - Tanger,Tanger,Centre Ville,Appartement,Location,1657.17,96.84,2.0,2.0,0.0,2002.0
ANO001256,2023-02-17,Villa moderne Marrakech,Marrakech,Hivernage,Villa,Location,24105.68,171.97,,2.0,,2020.0
ANO001242,2023-04-14,Villa moderne Marrakech,Marrakech,Gueliz,Villa,Vente,1306812.27,200.24,3.0,1.0,0.0,2014.0
ANO000254,2024-09-18,Beau Appartement Marrakech,Marrakech,Targa,Appartement,Vente,634037.19,70.61,2.0,1.0,2.0,
ANO000354,2023-07-24,Terrain à location - Marrakech,Marrakech,Gueliz,Terrain,Location,2755.26,392.6,0.0,0.0,0.0,1987.0
ANO000438,2024-07-06,Appartement moderne Rabat,Rabat,Souissi,,Vente,2327106.52,119.76,2.0,1.0,7.0,2008.0
ANO000779,,Appartement à vente - Meknès,Meknès,Ville Nouvelle,Appartement,Vente,2356153.27,99.38,1.0,1.0,5.0,2014.0
ANO001276,2023-02-08,Terrain 158m² Hay Essalam,Kenitra,Hay Essalam,Terrain,Vente,1151515.37,158.86,0.0,0.0,,2013.0
ANO001409,2024-09-30,Appartement à vente - Kenitra,KENITRA,Centre,Appartement,Vente,385191.65,98.0,2.0,2.0,5.0,2024.0
ANO000193,2024-10-24,Appartement moderne Rabat,Rabat,Hassan,Appartement,Location,2313.09,104.27,,1.0,6.0,1977.0
ANO000453,2024-01-22,Bureau à vente - Meknès,MEKNÈS,,Bureau,Vente,981502.22,135.67,0.0,0.0,0.0,1998.0
ANO000424,2023-10-17,Villa moderne Agadir,Agadir,Hay Mohammadi,Villa,Vente,2818046.59,337.3,5.0,3.0,0.0,2014.0
ANO000926,2024-05-05,Beau Bureau Casablanca,Casablanca,Anfa,Bureau,Vente,1086049.8,109.75,0.0,0.0,,1996.0
ANO001380,2023-03-16,Appartement 107m² Ville Nouvelle,FÈS,Ville Nouvelle,Appartement,Vente,590554.9,107.28,2.0,1.0,1.0,
ANO000437,2024-09-13,Beau Bureau Oujda,Oujda,,Bureau,Location,6537.43,138.99,0.0,0.0,2.0,2009.0
ANO001307,2023-05-31,Beau Appartement Kenitra,Kenitra,Hay Essalam,Appartement,Vente,663951.35,83.51,1.0,1.0,6.0,
ANO001414,2024-10-06,Villa moderne Meknès,Meknès,,Villa,Vente,5882654.01,102.65,5.0,2.0,,2017.0
ANO001011,2023-03-03,Beau Appartement Tanger,Tanger,Malabata,Appartement,Location,4018.68,68.54,4.0,2.0,1.0,2013.0
ANO000201,2024-05-14,Beau Appartement Tanger,tanger,Centre Ville,Appartement,Vente,2302795.45,61.95,2.0,2.0,0.0,2016.0
ANO000834,2024-07-27,Terrain à vente - Kenitra,Kenitra,,Terrain,Vente,902015.39,368.47,0.0,0.0,,2017.0
ANO000372,2023-10-07,Appartement moderne Tétouan,Tétouan,,Appartement,Vente,609481.83,88.76,1.0,1.0,1.0,2012.0
ANO000215,2023-07-24,Appartement à vente - Tanger,Tanger,Iberia,Appartement,Vente,518849.04,47.42,1.0,1.0,3.0,2008.0
ANO000209,2024-11-06,Terrain à location - Rabat,Rabat,Souissi,Terrain,,5111.82,238.65,0.0,0.0,0.0,1985.0
ANO000256,2024-10-30,Beau Appartement Fès,FÈS,Zouagha,Appartement,Vente,465618.83,84.13,2.0,1.0,,2024.0
ANO001087,2024-04-04,Terrain 472m² Talborjt,Agadir,Talborjt,Terrain,Vente,1156020.39,472.36,0.0,,0.0,2008.0
ANO001102,2024-03-07,Terrain 432m² Ville Nouvelle,MEKNÈS,Ville Nouvelle,Terrain,Vente,492274.19,432.1,0.0,0.0,0.0,2018.0
ANO000392,2024-11-02,Bureau moderne Casablanca,Casablanca,Bourgogne,Bureau,Vente,1174962.75,89.84,0.0,0.0,8.0,1995.0
ANO000914,2023-05-05,Beau Bureau Kenitra,Kenitra,Centre,Bureau,Vente,1541590.39,136.59,0.0,0.0,,2013.0
ANO001314,2024-02-24,Beau Bureau Oujda,Oujda,,Bureau,Vente,890972.5,135.17,0.0,0.0,,2019.0
ANO000098,2023-10-30,Duplex 120m² Medina,Fès,Medina,Duplex,Vente,1504199.44,120.53,3.0,2.0,8.0,2012.0
ANO000703,2024-02-18,Appartement à vente - Tanger,Tanger,Iberia,Appartement,Vente,441925.51,100.96,2.0,1.0,3.0,2007.0
ANO000409,2023-07-20,Beau Appartement Marrakech,Marrakech,Gueliz,Appartement,Vente,1925884.94,81.75,,3.0,2.0,2010.0
ANO000612,2024-06-15,Villa 201m² Agadir,agadir,,Villa,Location,9374.25,201.01,3.0,2.0,0.0,2012.0
ANO001382,2024-02-22,Villa moderne Kenitra,Kenitra,,Villa,Vente,6467479.28,128.49,4.0,2.0,0.0,
ANO000054,2024-08-25,Appartement à vente - Fès,fès,Ville Nouvelle,Appartement,Vente,628786.43,60.63,2.0,2.0,,2011.0
ANO000776,2024-07-28,Terrain 168m² Anfa,Casablanca,Anfa,Terrain,Location,4002.49,169.0,,0.0,0.0,1994.0
ANO000699,2024-07-15,Bureau à vente - Kenitra,Kenitra,Centre,Bureau,Vente,1615644.71,116.97,0.0,0.0,0.0,2015.0
ANO001333,2023-04-20,Appartement 76m² Malabata,Tanger,Malabata,Appartement,Vente,300662.58,76.99,3.0,1.0,2.0,2023.0
ANO000645,2024-10-13,Beau Appartement Oujda,Oujda,Centre,Appartement,Location,1976.65,82.35,,3.0,6.0,2024.0
ANO001032,2023-06-12,Villa 180m² Meknès,Meknès,,Villa,Vente,6629414.96,180.89,3.0,2.0,,
ANO000603,2023-11-07,Appartement 97m² Medina,Marrakech,Medina,Appartement,Location,8427.4,97.72,4.0,3.0,0.0,
ANO000679,2023-10-01,Appartement à vente - Casablanca,Casablanca,Californie,Appartement,Vente,677225.19,153.99,3.0,2.0,4.0,2005.0
ANO000576,2023-04-10,Appartement à vente - Tanger,Tanger,Iberia,Appartement,Vente,2434392.85,71.6,2.0,2.0,2.0,2016.0
ANO000814,2023-07-21,Appartement 128m² Non spécifié,Casablanca,Non spécifié,Appartement,Vente,357210.75,128.74,2.0,1.0,0.0,
ANO001449,2023-12-16,Villa à location - Tanger,Tanger,Malabata,Villa,Location,7492.2,252.19,4.0,2.0,0.0,2009.0
ANO000847,2023-07-08,Appartement 86m² Ville Nouvelle,Meknès,Ville Nouvelle,Appartement,Vente,400513.91,86.37,1.0,1.0,0.0,2004.0
ANO000760,,Appartement 101m² Hay Essalam,Kenitra,Hay Essalam,Appartement,Vente,412144.72,101.66,2.0,2.0,2.0,2013.0
ANO000701,2023-09-05,Bureau moderne Oujda,Oujda,Centre,Bureau,Vente,60000000.0,83.92,0.0,0.0,6.0,2003.0
ANO001129,2023-05-31,Villa 204m² Ville Nouvelle,Meknès,Ville Nouvelle,Villa,Vente,2752950.21,204.88,6.0,4.0,0.0,2003.0
ANO001058,2024-07-26,Beau Appartement Tétouan,Tétouan,M'diq,Appartement,Vente,2243298.48,52.07,20.0,10.0,2.0,2016.0
ANO000873,2023-02-16,Villa moderne Marrakech,Marrakech,,Villa,Vente,4898739.3,256.56,4.0,3.0,0.0,
ANO000598,2023-10-26,Beau Duplex Casablanca,CASABLANCA,Hay Mohammadi,Duplex,Vente,1869015.65,141.99,2.0,1.0,,
ANO000210,2023-03-07,Villa 254m² Talborjt,Agadir,Talborjt,Villa,Location,23245.28,254.46,4.0,2.0,0.0,
ANO000050,2024-11-19,Appartement moderne Agadir,Agadir,Centre,Appartement,Vente,391545.21,98.05,4.0,2.0,3.0,2012.0
ANO000786,2024-08-26,Villa 220m² Centre,Kenitra,Centre,Villa,Vente,6391875.8,220.46,4.0,3.0,,2011.0
ANO000377,2024-09-21,Appartement moderne Agadir,Agadir,,Appartement,Vente,542303.4,93.22,2.0,,1.0,2012.0
ANO000414,2023-10-28,Appartement à vente - Rabat,Rabat,Hay Riad,Appartement,,745407.59,75.52,1.0,1.0,3.0,1996.0
ANO001002,2024-06-11,Beau Appartement Agadir,Agadir,Hay Mohammadi,Appartement,Location,11020.3,98.91,4.0,2.0,1.0,
ANO000259,2023-07-26,Appartement 45m² Talborjt,Agadir,Talborjt,Appartement,Vente,60000000.0,45.74,3.0,1.0,5.0,2004.0
ANO000999,2023-10-08,Bureau à vente - Meknès,Meknès,,Bureau,Vente,819232.62,123.1,0.0,,,2012.0
ANO001422,2024-06-25,Villa 245m² Iberia,TANGER,Iberia,Villa,Location,22249.45,245.21,5.0,3.0,0.0,2013.0
ANO000996,2024-01-27,Appartement moderne Casablanca,CASABLANCA,Ain Diab,Appartement,Location,1739.18,81.93,2.0,2.0,4.0,2001.0
ANO001093,2024-11-26,Appartement 88m² Ocean,Rabat,Ocean,Appartement,Location,9872.32,88.36,3.0,1.0,4.0,2001.0
ANO000489,2024-02-07,Beau Appartement Agadir,Agadir,,Appartement,Vente,1767790.62,99.71,1.0,1.0,0.0,2023.0
ANO000269,2024-12-11,Villa à vente - Tétouan,Tétouan,M'diq,Villa,Vente,5348255.66,225.27,5.0,3.0,0.0,
ANO000401,2024-12-14,Appartement à vente - Casablanca,Casablanca,Ain Diab,Appartement,Vente,80000000.0,74.26,4.0,2.0,0.0,2001.0
ANO000347,2023-09-12,Appartement à vente - Kenitra,Kenitra,,,Vente,576934.22,111.18,1.0,1.0,1.0,
ANO001107,2023-06-17,Beau Appartement Meknès,Meknès,Ville Nouvelle,Appartement,Location,2738.49,143.0,4.0,2.0,1.0,2011.0
ANO001338,,Appartement 60m² Tétouan,Tétouan,,Appartement,Vente,381332.43,60.38,2.0,2.0,3.0,
ANO000828,2024-02-09,Villa à vente - Tétouan,Tétouan,M'diq,Villa,Vente,3059688.95,409.4,5.0,3.0,,2003.0
ANO001219,2024-08-29,Villa à vente - Marrakech,Marrakech,Targa,Villa,Vente,2274681.74,279.13,,3.0,,2010.0
ANO000633,2023-02-09,Terrain 491m² Centre,Kenitra,Centre,Terrain,Vente,722361.18,491.84,0.0,0.0,0.0,2014.0
ANO000029,2023-07-23,Appartement moderne Rabat,Rabat,,Appartement,Vente,452980.77,72.46,,1.0,1.0,2013.0
ANO000308,2024-08-27,Bureau 125m² Meknès,meknès,,Bureau,Vente,789393.88,125.32,,0.0,2.0,2004.0
ANO000150,2024-09-20,Beau Villa Tanger,Tanger,Iberia,Villa,Location,18360.72,208.89,4.0,2.0,0.0,2001.0
ANO000407,2024-04-23,Beau Appartement Agadir,Agadir,Hay Mohammadi,Appartement,Vente,449758.35,138.63,3.0,2.0,0.0,2000.0
ANO000777,2024-01-03,Villa à vente - Kenitra,Kenitra,Hay Essalam,Villa,Vente,2547768.88,317.93,5.0,2.0,0.0,2007.0
ANO000345,2024-02-02,Beau Appartement Meknès,Meknès,,Appartement,Vente,2159689.25,101.18,4.0,3.0,3.0,2006.0
ANO000368,2024-12-23,Villa moderne Tétouan,Tétouan,,Villa,Vente,751872.31,417.07,4.0,3.0,0.0,
ANO000319,2024-10-21,Villa 339m² Meknès,Meknès,,Villa,Vente,2158924.41,339.38,,,0.0,2012.0
ANO000675,2024-08-03,Appartement 52m² Talborjt,Agadir,Talborjt,Appartement,Vente,713279.03,52.28,3.0,2.0,9.0,
ANO001051,2023-01-12,Appartement à location - Casablanca,Casablanca,,Appartement,Location,2604.15,75.77,,2.0,5.0,
ANO000135,2024-02-06,Appartement moderne Agadir,Agadir,Hay Mohammadi,Appartement,Vente,550629.24,86.17,4.0,3.0,,
